Entry	Entry Name	Protein names	Gene Names	Length	Pathway	Gene Ontology (biological process)	Gene Ontology IDs
A0A433TM20	A0A433TM20_ELYCH	Dynein heavy chain tail domain-containing protein	EGW08_009586	206			
A0A433TM21	A0A433TM21_ELYCH	C2 domain-containing protein	EGW08_009590	1236			GO:0005929
A0A433TM23	A0A433TM23_ELYCH	REJ domain-containing protein	EGW08_009645	126			
A0A433TM27	A0A433TM27_ELYCH	Cadherin domain-containing protein	EGW08_009686	289		homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	GO:0005509; GO:0005886; GO:0007156
A0A433TM30	A0A433TM30_ELYCH	Reverse transcriptase domain-containing protein	EGW08_009602	566			
A0A433TM31	A0A433TM31_ELYCH	Large ribosomal subunit protein uL22m (39S ribosomal protein L22, mitochondrial)	EGW08_009617	247		translation [GO:0006412]	GO:0003735; GO:0006412; GO:0015934
A0A433TM32	A0A433TM32_ELYCH	Glycoside hydrolase family 5 domain-containing protein	EGW08_009600	309			
A0A433TM36	A0A433TM36_ELYCH	Uncharacterized protein	EGW08_009655	264			
A0A433TM39	A0A433TM39_ELYCH	Uncharacterized protein	EGW08_009618	1236			
A0A433TM41	A0A433TM41_ELYCH	Transmembrane protein 209	EGW08_009556	461			GO:0016020
A0A433TM43	A0A433TM43_ELYCH	fructose-bisphosphate aldolase (EC 4.1.2.13)	EGW08_009595	313	PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose: step 4/4. {ECO:0000256|ARBA:ARBA00004714}.	glycolytic process [GO:0006096]	GO:0004332; GO:0006096
A0A433TM46	A0A433TM46_ELYCH	RING-type domain-containing protein	EGW08_009636	114			GO:0008270
A0A433TM48	A0A433TM48_ELYCH	Uncharacterized protein	EGW08_009650	108			
A0A433TM49	A0A433TM49_ELYCH	Uncharacterized protein	EGW08_009570	758			
A0A433TM53	A0A433TM53_ELYCH	Uncharacterized protein	EGW08_009566	777			
A0A433TM54	A0A433TM54_ELYCH	Coiled-coil domain-containing protein 24	EGW08_009611	569			
A0A433TM56	A0A433TM56_ELYCH	Peptidase M13 N-terminal domain-containing protein	EGW08_009580	222		proteolysis [GO:0006508]	GO:0004222; GO:0006508; GO:0016020
A0A433TM61	A0A433TM61_ELYCH	Peptidase M13 C-terminal domain-containing protein	EGW08_009582	119		proteolysis [GO:0006508]	GO:0004222; GO:0006508
A0A433TM62	A0A433TM62_ELYCH	F-box domain-containing protein	EGW08_009639	616		SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]	GO:0019005; GO:0031146
A0A433TM63	A0A433TM63_ELYCH	CHCH domain-containing protein	EGW08_009576	176			
A0A433TM64	A0A433TM64_ELYCH	Ig-like domain-containing protein	EGW08_009573	702			GO:0016020
A0A433TM69	A0A433TM69_ELYCH	Uncharacterized protein	EGW08_009558	105			
A0A433TM70	A0A433TM70_ELYCH	60S ribosomal protein L32	EGW08_009524	134		translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904
A0A433TM71	A0A433TM71_ELYCH	AMOP domain-containing protein	EGW08_009634	979		cell-matrix adhesion [GO:0007160]	GO:0007160
A0A433TM75	A0A433TM75_ELYCH	Uncharacterized protein	EGW08_009583	203			
A0A433TM77	A0A433TM77_ELYCH	Mob1/phocein family protein	EGW08_009520	542			
A0A433TM85	A0A433TM85_ELYCH	ADF-H domain-containing protein	EGW08_009577	292		negative regulation of actin filament polymerization [GO:0030837]	GO:0003779; GO:0005856; GO:0030837
A0A433TM86	A0A433TM86_ELYCH	Uncharacterized protein	EGW08_009536	226			
A0A433TM95	A0A433TM95_ELYCH	Protein kinase domain-containing protein	EGW08_009540	890		protein phosphorylation [GO:0006468]	GO:0004672; GO:0005524; GO:0006468
A0A433TM99	A0A433TM99_ELYCH	Uncharacterized protein	EGW08_009546	184			
A0A433TMA9	A0A433TMA9_ELYCH	Carboxylesterase type B domain-containing protein	EGW08_009547	550			GO:0004104
A0A433TMB0	A0A433TMB0_ELYCH	Ectopic P granules protein 5 homolog	EGW08_009564	2344			
A0A433TMB2	A0A433TMB2_ELYCH	Methyltransferase domain-containing protein	EGW08_009599	508			GO:0003824
A0A433TMB3	A0A433TMB3_ELYCH	Protein aurora borealis	EGW08_009525	657		cell cycle [GO:0007049]; cell division [GO:0051301]	GO:0007049; GO:0051301
A0A433TMB5	A0A433TMB5_ELYCH	Uncharacterized protein	EGW08_009541	119			
A0A433TMC6	A0A433TMC6_ELYCH	Uncharacterized protein	EGW08_009502	369			
A0A433TMC7	A0A433TMC7_ELYCH	HIT domain-containing protein	EGW08_009552	191			GO:0003824
A0A433TMC8	A0A433TMC8_ELYCH	Uncharacterized protein	EGW08_009551	117			
A0A433TMC9	A0A433TMC9_ELYCH	KH homology domain-containing protein 4 (Brings lots of money 7)	EGW08_009519	1161			GO:0003723; GO:0005634
A0A433TMD2	A0A433TMD2_ELYCH	Uncharacterized protein	EGW08_009481	124			
A0A433TMD5	A0A433TMD5_ELYCH	Fibrillarin	EGW08_009512	173		methylation [GO:0032259]; rRNA processing [GO:0006364]	GO:0003723; GO:0006364; GO:0008168; GO:0032259
A0A433TMD9	A0A433TMD9_ELYCH	A to I editase domain-containing protein	EGW08_009528	1085		RNA processing [GO:0006396]	GO:0003723; GO:0004000; GO:0006396
A0A433TME2	A0A433TME2_ELYCH	Uncharacterized protein	EGW08_009579	147			
A0A433TME3	A0A433TME3_ELYCH	K Homology domain-containing protein	EGW08_009491	724			
A0A433TME4	A0A433TME4_ELYCH	SOCS box domain-containing protein	EGW08_009478	166			GO:0003924; GO:0005525
A0A433TME6	A0A433TME6_ELYCH	Glycosyltransferase-like domain-containing protein 1	EGW08_009515	483			GO:0016757
A0A433TME7	A0A433TME7_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_009497	607			GO:0016020; GO:0022857
A0A433TMF6	A0A433TMF6_ELYCH	Interleukin	EGW08_009488	101			GO:0016020
A0A433TMF7	A0A433TMF7_ELYCH	PDZ domain-containing protein	EGW08_009483	210			
A0A433TMF8	A0A433TMF8_ELYCH	Uncharacterized protein	EGW08_009490	340			
A0A433TMG3	A0A433TMG3_ELYCH	EGF-like domain-containing protein	EGW08_009473	1383			
A0A433TMG6	A0A433TMG6_ELYCH	Anaphase-promoting complex subunit 4-like WD40 domain-containing protein	EGW08_009501	1495			
A0A433TMG7	A0A433TMG7_ELYCH	Abnormal spindle-like microcephaly-associated protein ASH domain-containing protein	EGW08_009443	1472		negative regulation of cell population proliferation [GO:0008285]	GO:0008285
A0A433TMH4	A0A433TMH4_ELYCH	Uncharacterized protein	EGW08_009417	294			
A0A433TMH5	A0A433TMH5_ELYCH	Nucleotidyl transferase domain-containing protein	EGW08_009472	431		biosynthetic process [GO:0009058]	GO:0009058; GO:0016779
A0A433TMH8	A0A433TMH8_ELYCH	C-type lectin domain-containing protein	EGW08_009511	553			GO:0016020
A0A433TMI3	A0A433TMI3_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_009496	467			GO:0004930; GO:0016020
A0A433TMI7	A0A433TMI7_ELYCH	Ionotropic glutamate receptor C-terminal domain-containing protein	EGW08_009446	810			GO:0004970; GO:0005886
A0A433TMI9	A0A433TMI9_ELYCH	Fibronectin type-III domain-containing protein	EGW08_009427	101			GO:0016020
A0A433TMJ2	A0A433TMJ2_ELYCH	Golgin subfamily A member 7/ERF4 domain-containing protein	EGW08_009448	134			GO:0016020
A0A433TMJ7	A0A433TMJ7_ELYCH	Coiled-coil domain-containing protein 87	EGW08_009456	1051			
A0A433TMJ8	A0A433TMJ8_ELYCH	Uncharacterized protein	EGW08_009423	124			
A0A433TMK0	A0A433TMK0_ELYCH	Ig-like domain-containing protein	EGW08_009429	191		axon guidance [GO:0007411]; cell adhesion [GO:0007155]	GO:0005886; GO:0007155; GO:0007411
A0A433TMK1	A0A433TMK1_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_009437	396			GO:0016020; GO:0022857
A0A433TMK6	A0A433TMK6_ELYCH	TGF-beta family profile domain-containing protein	EGW08_009461	149			GO:0005576; GO:0008083
A0A433TML1	A0A433TML1_ELYCH	Uncharacterized protein	EGW08_009433	117			
A0A433TML3	A0A433TML3_ELYCH	Uncharacterized protein	EGW08_009403	215			
A0A433TML4	A0A433TML4_ELYCH	EGF-like domain-containing protein	EGW08_009424	732			GO:0005509
A0A433TML5	A0A433TML5_ELYCH	Uncharacterized protein	EGW08_009484	451			
A0A433TML7	A0A433TML7_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_009418	109			
A0A433TMM0	A0A433TMM0_ELYCH	SREBP regulating gene protein	EGW08_009405	150			GO:0016020
A0A433TMM6	A0A433TMM6_ELYCH	PITH domain-containing protein	EGW08_009401	289			
A0A433TMM7	A0A433TMM7_ELYCH	Uncharacterized protein	EGW08_009445	211			
A0A433TMM9	A0A433TMM9_ELYCH	Thioredoxin domain-containing protein	EGW08_009413	349			GO:0016020
A0A433TMN0	A0A433TMN0_ELYCH	Fibronectin type-III domain-containing protein	EGW08_009428	107			
A0A433TMN5	A0A433TMN5_ELYCH	Uncharacterized protein	EGW08_009406	343			GO:0003779
A0A433TMN6	A0A433TMN6_ELYCH	Uncharacterized protein	EGW08_009400	305			
A0A433TMN7	A0A433TMN7_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_009411	606			GO:0004930; GO:0016020
A0A433TMN9	A0A433TMN9_ELYCH	Rap-GAP domain-containing protein	EGW08_009371	216		regulation of small GTPase mediated signal transduction [GO:0051056]	GO:0005096; GO:0051056
A0A433TMP0	A0A433TMP0_ELYCH	Cationic amino acid transporter C-terminal domain-containing protein	EGW08_009365	737			GO:0016020; GO:0022857
A0A433TMP1	A0A433TMP1_ELYCH	Uncharacterized protein	EGW08_009369	128			
A0A433TMP7	A0A433TMP7_ELYCH	Uncharacterized protein	EGW08_009416	108			
A0A433TMP8	A0A433TMP8_ELYCH	Uncharacterized protein	EGW08_009410	151			
A0A433TMP9	A0A433TMP9_ELYCH	Uncharacterized protein	EGW08_009450	246			GO:0016020
A0A433TMQ3	A0A433TMQ3_ELYCH	Uncharacterized protein	EGW08_009404	128			
A0A433TMQ5	A0A433TMQ5_ELYCH	Uncharacterized protein	EGW08_009381	145			
A0A433TMQ6	A0A433TMQ6_ELYCH	Helicase C-terminal domain-containing protein	EGW08_009377	505			GO:0004386
A0A433TMQ7	A0A433TMQ7_ELYCH	DUF255 domain-containing protein	EGW08_009460	843		carbohydrate metabolic process [GO:0005975]	GO:0005975
A0A433TMR0	A0A433TMR0_ELYCH	Mitochondrial import receptor subunit TOM70	EGW08_009441	558			
A0A433TMR1	A0A433TMR1_ELYCH	Uncharacterized protein	EGW08_009391	223			GO:0016020
A0A433TMR2	A0A433TMR2_ELYCH	Uncharacterized protein	EGW08_009385	487			
A0A433TMR4	A0A433TMR4_ELYCH	Uncharacterized protein	EGW08_009389	120			GO:0016020
A0A433TMR5	A0A433TMR5_ELYCH	Ig-like domain-containing protein	EGW08_009414	706			
A0A433TMR6	A0A433TMR6_ELYCH	Uncharacterized protein	EGW08_009387	117			
A0A433TMS0	A0A433TMS0_ELYCH	C2H2-type domain-containing protein	EGW08_009407	372			
A0A433TMS2	A0A433TMS2_ELYCH	Golgin subfamily A member 6-like protein 22	EGW08_009395	1214			
A0A433TMS5	A0A433TMS5_ELYCH	Uncharacterized protein	EGW08_009436	130			
A0A433TMS7	A0A433TMS7_ELYCH	Uncharacterized protein	EGW08_009386	202			
A0A433TMT0	A0A433TMT0_ELYCH	Uncharacterized protein	EGW08_009392	176			
A0A433TMT2	A0A433TMT2_ELYCH	C-type lectin domain-containing protein	EGW08_009352	129			
A0A433TMT3	A0A433TMT3_ELYCH	non-specific serine/threonine protein kinase (EC 2.7.11.1)	EGW08_009363	368		phosphorylation [GO:0016310]	GO:0004674; GO:0005524; GO:0016310
A0A433TMT5	A0A433TMT5_ELYCH	Uncharacterized protein	EGW08_009380	121			
A0A433TMT8	A0A433TMT8_ELYCH	Snake toxin/toxin-like domain-containing protein	EGW08_009322	102			
A0A433TMT9	A0A433TMT9_ELYCH	Uncharacterized protein	EGW08_009402	194			
A0A433TMU0	A0A433TMU0_ELYCH	C-type lectin domain-containing protein	EGW08_009396	218			
A0A433TMU4	A0A433TMU4_ELYCH	Sulfatase N-terminal domain-containing protein	EGW08_009345	434			
A0A433TMU7	A0A433TMU7_ELYCH	Uncharacterized protein	EGW08_009360	926			
A0A433TMU8	A0A433TMU8_ELYCH	Uncharacterized protein	EGW08_009330	250			
A0A433TMV4	A0A433TMV4_ELYCH	Uncharacterized protein	EGW08_009390	85			
A0A433TMV8	A0A433TMV8_ELYCH	Secreted protein	EGW08_009383	124			GO:0016020
A0A433TMW0	A0A433TMW0_ELYCH	HDAg domain-containing protein	EGW08_009307	651			
A0A433TMW2	A0A433TMW2_ELYCH	Uncharacterized protein	EGW08_009368	191			
A0A433TMW7	A0A433TMW7_ELYCH	Uncharacterized protein	EGW08_009393	156			
A0A433TMW8	A0A433TMW8_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_009323	562			GO:0016020; GO:0022857
A0A433TMX0	A0A433TMX0_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_009311	114			
A0A433TMX1	A0A433TMX1_ELYCH	Uncharacterized protein	EGW08_009337	357			GO:0016020
A0A433TMX6	A0A433TMX6_ELYCH	Uncharacterized protein	EGW08_009276	118			
A0A433TMX8	A0A433TMX8_ELYCH	Uncharacterized protein	EGW08_009346	113			GO:0016020
A0A433TMY0	A0A433TMY0_ELYCH	Uncharacterized protein	EGW08_009280	172			
A0A433TMY5	A0A433TMY5_ELYCH	BTB domain-containing protein	EGW08_009279	283			
A0A433TMY6	A0A433TMY6_ELYCH	Uncharacterized protein	EGW08_009282	274			
A0A433TMY7	A0A433TMY7_ELYCH	AGC-kinase C-terminal domain-containing protein	EGW08_009284	1059			
A0A433TMZ0	A0A433TMZ0_ELYCH	Uncharacterized protein	EGW08_009331	167			
A0A433TMZ1	A0A433TMZ1_ELYCH	GP-PDE domain-containing protein	EGW08_009290	677		lipid metabolic process [GO:0006629]	GO:0006629; GO:0008081; GO:2001070
A0A433TMZ3	A0A433TMZ3_ELYCH	Uncharacterized protein	EGW08_009388	103			
A0A433TMZ4	A0A433TMZ4_ELYCH	RRM domain-containing protein	EGW08_009304	230			GO:0003723
A0A433TMZ5	A0A433TMZ5_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_009324	512			GO:0016020; GO:0022857
A0A433TN01	A0A433TN01_ELYCH	Amino acid permease N-terminal domain-containing protein	EGW08_009302	326			
A0A433TN02	A0A433TN02_ELYCH	Uncharacterized protein	EGW08_009281	343			
A0A433TN08	A0A433TN08_ELYCH	ABC transporter domain-containing protein	EGW08_009334	1645			GO:0005524; GO:0016020; GO:0016887; GO:0140359
A0A433TN10	A0A433TN10_ELYCH	Uncharacterized protein	EGW08_009258	135			
A0A433TN12	A0A433TN12_ELYCH	Carboxylic ester hydrolase (EC 3.1.1.-)	EGW08_009260	199			GO:0016787
A0A433TN16	A0A433TN16_ELYCH	CHD N-terminal domain-containing protein	EGW08_009264	156			
A0A433TN21	A0A433TN21_ELYCH	Uncharacterized protein	EGW08_009287	269			
A0A433TN23	A0A433TN23_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_009267	558			GO:0008521; GO:0016020
A0A433TN25	A0A433TN25_ELYCH	Uncharacterized protein	EGW08_009272	247			
A0A433TN34	A0A433TN34_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_009229	239		angiotensin-activated signaling pathway [GO:0038166]	GO:0016020; GO:0038166
A0A433TN40	A0A433TN40_ELYCH	Spaetzle domain-containing protein	EGW08_009240	799			
A0A433TN45	A0A433TN45_ELYCH	CTCK domain-containing protein	EGW08_009295	328			
A0A433TN47	A0A433TN47_ELYCH	Uncharacterized protein	EGW08_009244	364			
A0A433TN48	A0A433TN48_ELYCH	Uncharacterized protein	EGW08_009239	220			
A0A433TN51	A0A433TN51_ELYCH	VWFD domain-containing protein	EGW08_009298	786			
A0A433TN52	A0A433TN52_ELYCH	Uncharacterized protein	EGW08_009265	340		fatty acid biosynthetic process [GO:0006633]	GO:0006633; GO:0016790
A0A433TN53	A0A433TN53_ELYCH	Uncharacterized protein	EGW08_009203	154			
A0A433TN54	A0A433TN54_ELYCH	Mariner Mos1 transposase	EGW08_009310	284			GO:0003676
A0A433TN57	A0A433TN57_ELYCH	Mitochondrial mRNA-processing protein COX24 C-terminal domain-containing protein	EGW08_009231	248			
A0A433TN60	A0A433TN60_ELYCH	SRCR domain-containing protein	EGW08_009263	204			
A0A433TN61	A0A433TN61_ELYCH	Galectin	EGW08_009320	363			GO:0030246
A0A433TN63	A0A433TN63_ELYCH	Uncharacterized protein	EGW08_009241	645			
A0A433TN68	A0A433TN68_ELYCH	Uncharacterized protein	EGW08_009273	172			
A0A433TN69	A0A433TN69_ELYCH	LIM zinc-binding domain-containing protein	EGW08_009227	216			GO:0046872
A0A433TN71	A0A433TN71_ELYCH	HECT domain-containing protein	EGW08_009202	854			GO:0004842
A0A433TN77	A0A433TN77_ELYCH	Uncharacterized protein	EGW08_009225	220			
A0A433TN78	A0A433TN78_ELYCH	Uncharacterized protein	EGW08_009237	201			
A0A433TN80	A0A433TN80_ELYCH	Zinc finger C2HC domain-containing protein 1C	EGW08_009212	790			
A0A433TN81	A0A433TN81_ELYCH	RNase H type-1 domain-containing protein	EGW08_009235	345			GO:0003676; GO:0004523
A0A433TN84	A0A433TN84_ELYCH	VWFA domain-containing protein	EGW08_009293	617			
A0A433TN85	A0A433TN85_ELYCH	CTLH domain-containing protein	EGW08_009188	583			
A0A433TN87	A0A433TN87_ELYCH	Glycoside hydrolase family 65 central catalytic domain-containing protein	EGW08_009194	810		carbohydrate metabolic process [GO:0005975]	GO:0003824; GO:0005975
A0A433TN92	A0A433TN92_ELYCH	Dehydrogenase/reductase SDR family member 7	EGW08_009183	247			GO:0016020; GO:0016491
A0A433TN94	A0A433TN94_ELYCH	Uncharacterized protein	EGW08_009228	103			
A0A433TN97	A0A433TN97_ELYCH	Uncharacterized protein	EGW08_009151	107			
A0A433TN99	A0A433TN99_ELYCH	Microtubule-associated proteins 1A/1B light chain 3C	EGW08_009193	128		autophagy [GO:0006914]	GO:0006914; GO:0016020
A0A433TNA0	A0A433TNA0_ELYCH	Thioredoxin domain-containing protein	EGW08_009247	246			GO:0051920
A0A433TNA4	A0A433TNA4_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_009206	506			GO:0016020; GO:0022857
A0A433TNA5	A0A433TNA5_ELYCH	SCP domain-containing protein	EGW08_009155	78			
A0A433TNA7	A0A433TNA7_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_009150	279			GO:0016020
A0A433TNA8	A0A433TNA8_ELYCH	VWFD domain-containing protein	EGW08_009218	177			
A0A433TNB1	A0A433TNB1_ELYCH	Uncharacterized protein	EGW08_009177	1783			GO:0005509
A0A433TNB5	A0A433TNB5_ELYCH	Steroid 5-alpha reductase C-terminal domain-containing protein	EGW08_009179	166		lipid metabolic process [GO:0006629]	GO:0006629; GO:0016020; GO:0016627
A0A433TNB9	A0A433TNB9_ELYCH	Coiled-coil domain-containing protein 130	EGW08_009168	438		mRNA splicing, via spliceosome [GO:0000398]	GO:0000398
A0A433TNC1	A0A433TNC1_ELYCH	Alpha-ketoglutarate-dependent dioxygenase AlkB-like domain-containing protein	EGW08_009173	330		DNA damage response [GO:0006974]	GO:0006974
A0A433TNC3	A0A433TNC3_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_009209	435			GO:0016020; GO:0022857
A0A433TNC5	A0A433TNC5_ELYCH	Uncharacterized protein	EGW08_009125	150			
A0A433TND1	A0A433TND1_ELYCH	Fibrinogen C-terminal domain-containing protein	EGW08_009129	566			
A0A433TND3	A0A433TND3_ELYCH	Ovule protein	EGW08_009197	109			
A0A433TND5	A0A433TND5_ELYCH	RING-type domain-containing protein	EGW08_009199	295		fatty acid metabolic process [GO:0006631]	GO:0006631; GO:0046872; GO:0070403
A0A433TNE4	A0A433TNE4_ELYCH	Histone-lysine N-methyltransferase	EGW08_009139	1577		methylation [GO:0032259]	GO:0005634; GO:0032259; GO:0042054; GO:0046872
A0A433TNE6	A0A433TNE6_ELYCH	Uncharacterized protein	EGW08_009127	454		regulation of cell motility [GO:2000145]	GO:2000145
A0A433TNE7	A0A433TNE7_ELYCH	AAA+ ATPase domain-containing protein	EGW08_009144	382			GO:0005524; GO:0016887
A0A433TNE9	A0A433TNE9_ELYCH	Ribose-phosphate pyrophosphokinase N-terminal domain-containing protein	EGW08_009145	194		nucleotide biosynthetic process [GO:0009165]; ribonucleoside monophosphate biosynthetic process [GO:0009156]	GO:0000287; GO:0004749; GO:0009156; GO:0009165
A0A433TNF1	A0A433TNF1_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_009214	113			GO:0016020
A0A433TNF3	A0A433TNF3_ELYCH	CABIT domain-containing protein	EGW08_009164	936			
A0A433TNF5	A0A433TNF5_ELYCH	Uncharacterized protein	EGW08_009166	968			
A0A433TNG0	A0A433TNG0_ELYCH	Dynein heavy chain coiled coil stalk domain-containing protein	EGW08_009111	293		microtubule-based movement [GO:0007018]	GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959
A0A433TNG1	A0A433TNG1_ELYCH	C2 domain-containing protein	EGW08_009112	486			GO:0016020
A0A433TNG2	A0A433TNG2_ELYCH	Acyl carrier protein	EGW08_009108	92		fatty acid biosynthetic process [GO:0006633]	GO:0006633
A0A433TNG6	A0A433TNG6_ELYCH	Uncharacterized protein	EGW08_009116	409			
A0A433TNG8	A0A433TNG8_ELYCH	Actin, cytoplasmic	EGW08_009176	313			
A0A433TNH7	A0A433TNH7_ELYCH	Uncharacterized protein	EGW08_009113	128			
A0A433TNH8	A0A433TNH8_ELYCH	EGF-like domain-containing protein	EGW08_009084	254			GO:0016020
A0A433TNI1	A0A433TNI1_ELYCH	Cytochrome b561 domain-containing protein	EGW08_009123	369			GO:0016020
A0A433TNI2	A0A433TNI2_ELYCH	Small nuclear ribonucleoprotein G (snRNP-G)	EGW08_009132	130		spliceosomal snRNP assembly [GO:0000387]	GO:0000387; GO:0003723; GO:0005681
A0A433TNI3	A0A433TNI3_ELYCH	Ribosome recycling factor domain-containing protein	EGW08_009086	287		translation [GO:0006412]	GO:0006412
A0A433TNI6	A0A433TNI6_ELYCH	Uncharacterized protein	EGW08_009090	834			
A0A433TNJ2	A0A433TNJ2_ELYCH	Acid phosphatase	EGW08_009142	402			
A0A433TNJ4	A0A433TNJ4_ELYCH	Uncharacterized protein	EGW08_009094	213			GO:0016020
A0A433TNJ5	A0A433TNJ5_ELYCH	Uncharacterized protein	EGW08_009107	126			
A0A433TNJ9	A0A433TNJ9_ELYCH	Fibronectin type-III domain-containing protein	EGW08_009100	420			GO:0016020
A0A433TNK3	A0A433TNK3_ELYCH	SAND domain-containing protein	EGW08_009109	1903			GO:0000978; GO:0001228; GO:0046872
A0A433TNK7	A0A433TNK7_ELYCH	Uncharacterized protein	EGW08_009117	287			
A0A433TNK8	A0A433TNK8_ELYCH	DUF4200 domain-containing protein	EGW08_009065	312			
A0A433TNK9	A0A433TNK9_ELYCH	UBX domain-containing protein	EGW08_009069	481			
A0A433TNL0	A0A433TNL0_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_009063	783			GO:0004930; GO:0016020
A0A433TNL1	A0A433TNL1_ELYCH	LRRCT domain-containing protein	EGW08_009072	399			GO:0016020
A0A433TNL3	A0A433TNL3_ELYCH	Reverse transcriptase domain-containing protein	EGW08_009128	203			
