Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs
A0A433U8L9	unreviewed	A0A433U8L9_ELYCH	Solute-binding protein family 3/N-terminal domain-containing protein	EGW08_002107	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	554	
A0A433U8M1	unreviewed	A0A433U8M1_ELYCH	CABIT domain-containing protein	EGW08_002119	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	656	
A0A433U8M8	unreviewed	A0A433U8M8_ELYCH	Malonyl-CoA decarboxylase C-terminal domain-containing protein	EGW08_002063	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	145	GO:0006633; GO:0050080
A0A433U8M9	unreviewed	A0A433U8M9_ELYCH	Gamma-glutamyltransferase	EGW08_002074	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	479	GO:0006751; GO:0036374
A0A433U8N0	unreviewed	A0A433U8N0_ELYCH	FUN14 domain-containing protein 1	EGW08_002050	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	153	GO:0005741
A0A433U8N1	unreviewed	A0A433U8N1_ELYCH	Uncharacterized protein	EGW08_002052	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	260	
A0A433U8N3	unreviewed	A0A433U8N3_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_002035	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	418	GO:0016020; GO:0022857
A0A433U8N4	unreviewed	A0A433U8N4_ELYCH	C-type lectin domain-containing protein	EGW08_002056	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	179	
A0A433U8P1	unreviewed	A0A433U8P1_ELYCH	Uncharacterized protein	EGW08_002073	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	372	GO:0016020
A0A433U8P5	unreviewed	A0A433U8P5_ELYCH	Uncharacterized protein	EGW08_002061	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	362	GO:0016020
A0A433U8P7	unreviewed	A0A433U8P7_ELYCH	Uncharacterized protein	EGW08_001996	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	301	
A0A433U8P8	unreviewed	A0A433U8P8_ELYCH	Uncharacterized protein	EGW08_002058	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	148	
A0A433U8Q0	unreviewed	A0A433U8Q0_ELYCH	Uncharacterized protein	EGW08_002049	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	260	
A0A433U8Q2	unreviewed	A0A433U8Q2_ELYCH	Fibrinogen C-terminal domain-containing protein	EGW08_002070	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	341	
A0A433U8Q3	unreviewed	A0A433U8Q3_ELYCH	Transgelin	EGW08_002076	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	947	
A0A433U8Q9	unreviewed	A0A433U8Q9_ELYCH	Uncharacterized protein	EGW08_002068	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	184	GO:0015267; GO:0016020
A0A433U8R0	unreviewed	A0A433U8R0_ELYCH	Uncharacterized protein	EGW08_002081	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	149	
A0A433U8R1	unreviewed	A0A433U8R1_ELYCH	CDV3 homolog	EGW08_002082	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	235	
A0A433U8R5	unreviewed	A0A433U8R5_ELYCH	J domain-containing protein	EGW08_002016	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	293	GO:0001671; GO:0044571; GO:0051087; GO:0051259
A0A433U8R7	unreviewed	A0A433U8R7_ELYCH	C2 domain-containing protein	EGW08_002080	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	366	GO:0006869; GO:0061817
A0A433U8R8	unreviewed	A0A433U8R8_ELYCH	Ubiquitin-like domain-containing protein	EGW08_002078	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	168	
A0A433U8S2	unreviewed	A0A433U8S2_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_002069	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	156	
A0A433U8S4	unreviewed	A0A433U8S4_ELYCH	Peptidase S1 domain-containing protein	EGW08_002026	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	244	GO:0004252; GO:0006508
A0A433U8S7	unreviewed	A0A433U8S7_ELYCH	Uncharacterized protein	EGW08_001998	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	435	GO:0016020
A0A433U8T3	unreviewed	A0A433U8T3_ELYCH	Fe2OG dioxygenase domain-containing protein	EGW08_001987	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	364	GO:0005506; GO:0005783; GO:0016705; GO:0031418; GO:0051213
A0A433U8T4	unreviewed	A0A433U8T4_ELYCH	Peptidase S1 domain-containing protein	EGW08_002025	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	156	GO:0004252; GO:0006508
A0A433U8T6	unreviewed	A0A433U8T6_ELYCH	Uncharacterized protein	EGW08_001989	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1275	
A0A433U8U3	unreviewed	A0A433U8U3_ELYCH	Macro domain-containing protein	EGW08_001991	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	299	
A0A433U8U5	unreviewed	A0A433U8U5_ELYCH	Uncharacterized protein	EGW08_002018	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	108	GO:0016020
A0A433U8U8	unreviewed	A0A433U8U8_ELYCH	DUF1731 domain-containing protein	EGW08_002023	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	295	
A0A433U8V1	unreviewed	A0A433U8V1_ELYCH	Uncharacterized protein	EGW08_001999	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	217	
A0A433U8V5	unreviewed	A0A433U8V5_ELYCH	Nucleotide exchange factor Fes1 domain-containing protein	EGW08_002028	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	336	
A0A433U8V7	unreviewed	A0A433U8V7_ELYCH	EF-hand domain-containing protein	EGW08_001953	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1532	
A0A433U8W1	unreviewed	A0A433U8W1_ELYCH	Uncharacterized protein	EGW08_001941	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	183	
A0A433U8W3	unreviewed	A0A433U8W3_ELYCH	Gem-associated protein 8	EGW08_001974	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	444	GO:0000387; GO:0032797
A0A433U8W4	unreviewed	A0A433U8W4_ELYCH	Uncharacterized protein	EGW08_002011	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	213	
A0A433U8W9	unreviewed	A0A433U8W9_ELYCH	Uncharacterized protein	EGW08_001946	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	541	
A0A433U8X2	unreviewed	A0A433U8X2_ELYCH	Uncharacterized protein	EGW08_001948	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	155	
A0A433U8X5	unreviewed	A0A433U8X5_ELYCH	BTB domain-containing protein	EGW08_001950	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	2771	
A0A433U8X6	unreviewed	A0A433U8X6_ELYCH	RRM domain-containing protein	EGW08_002021	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	223	GO:0003723
A0A433U8Y1	unreviewed	A0A433U8Y1_ELYCH	tRNA pseudouridine synthase	EGW08_001956	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	148	GO:0001522; GO:0003723; GO:0009982
A0A433U8Y2	unreviewed	A0A433U8Y2_ELYCH	Alpha-D-phosphohexomutase C-terminal domain-containing protein	EGW08_001983	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	342	GO:0005975; GO:0016868
A0A433U8Y4	unreviewed	A0A433U8Y4_ELYCH	J domain-containing protein	EGW08_001958	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	258	
A0A433U8Y8	unreviewed	A0A433U8Y8_ELYCH	Uncharacterized protein	EGW08_001903	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	461	
A0A433U8Z1	unreviewed	A0A433U8Z1_ELYCH	Histidine kinase/HSP90-like ATPase domain-containing protein	EGW08_001972	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	699	GO:0005524; GO:0016887; GO:0051082; GO:0140662
A0A433U8Z3	unreviewed	A0A433U8Z3_ELYCH	Bromodomain protein 4 C-terminal domain-containing protein	EGW08_001902	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	207	
A0A433U8Z4	unreviewed	A0A433U8Z4_ELYCH	Uncharacterized protein	EGW08_001968	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	540	
A0A433U8Z7	unreviewed	A0A433U8Z7_ELYCH	HTH La-type RNA-binding domain-containing protein	EGW08_001981	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1223	GO:0000339; GO:0048255
A0A433U8Z9	unreviewed	A0A433U8Z9_ELYCH	Uncharacterized protein	EGW08_001913	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	370	GO:0016020
A0A433U900	unreviewed	A0A433U900_ELYCH	Uncharacterized protein	EGW08_001970	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	139	GO:0016020
A0A433U902	unreviewed	A0A433U902_ELYCH	Shugoshin C-terminal domain-containing protein	EGW08_001978	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	145	
A0A433U903	unreviewed	A0A433U903_ELYCH	Uncharacterized protein	EGW08_001967	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	557	
A0A433U906	unreviewed	A0A433U906_ELYCH	Uncharacterized protein	EGW08_001959	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	178	
A0A433U909	unreviewed	A0A433U909_ELYCH	Methyl-accepting transducer domain-containing protein	EGW08_001986	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	762	
A0A433U912	unreviewed	A0A433U912_ELYCH	Uncharacterized protein	EGW08_001901	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	108	
A0A433U913	unreviewed	A0A433U913_ELYCH	Laminin G domain-containing protein	EGW08_001980	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	125	
A0A433U916	unreviewed	A0A433U916_ELYCH	Uncharacterized protein	EGW08_001910	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	223	
A0A433U917	unreviewed	A0A433U917_ELYCH	Uncharacterized protein	EGW08_001977	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	152	
A0A433U919	unreviewed	A0A433U919_ELYCH	Uncharacterized protein	EGW08_001905	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	251	
A0A433U923	unreviewed	A0A433U923_ELYCH	THAP-type domain-containing protein	EGW08_001907	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	286	
A0A433U924	unreviewed	A0A433U924_ELYCH	HpcH/HpaI aldolase/citrate lyase domain-containing protein	EGW08_001839	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	110	GO:0003824
A0A433U939	unreviewed	A0A433U939_ELYCH	Receptor ligand binding region domain-containing protein	EGW08_001985	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	386	
A0A433U944	unreviewed	A0A433U944_ELYCH	Uncharacterized protein	EGW08_001919	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	237	
A0A433U945	unreviewed	A0A433U945_ELYCH	Uncharacterized protein	EGW08_001940	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	125	
A0A433U950	unreviewed	A0A433U950_ELYCH	Uncharacterized protein	EGW08_001904	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	339	
A0A433U951	unreviewed	A0A433U951_ELYCH	Small-subunit processome Utp12 domain-containing protein	EGW08_001838	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	187	
A0A433U952	unreviewed	A0A433U952_ELYCH	DUF4139 domain-containing protein	EGW08_001869	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	570	
A0A433U954	unreviewed	A0A433U954_ELYCH	Uncharacterized protein	EGW08_001916	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	173	
A0A433U958	unreviewed	A0A433U958_ELYCH	Uncharacterized protein	EGW08_001847	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	152	
A0A433U962	unreviewed	A0A433U962_ELYCH	Uncharacterized protein	EGW08_001848	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	154	
A0A433U965	unreviewed	A0A433U965_ELYCH	Uncharacterized protein	EGW08_001852	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	120	
A0A433U971	unreviewed	A0A433U971_ELYCH	Ig-like domain-containing protein	EGW08_001889	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	241	
A0A433U972	unreviewed	A0A433U972_ELYCH	Uncharacterized protein	EGW08_001938	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	199	
A0A433U973	unreviewed	A0A433U973_ELYCH	Gamma-glutamylcyclotransferase family protein	EGW08_001924	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	238	GO:0061929
A0A433U977	unreviewed	A0A433U977_ELYCH	Uncharacterized protein	EGW08_001857	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	347	
A0A433U979	unreviewed	A0A433U979_ELYCH	GPS domain-containing protein	EGW08_001854	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	168	GO:0004930; GO:0007166; GO:0016020
A0A433U980	unreviewed	A0A433U980_ELYCH	TBC1 domain family member 9	EGW08_001810	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1096	GO:0005509
A0A433U984	unreviewed	A0A433U984_ELYCH	TGF-beta family profile domain-containing protein	EGW08_001934	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	430	GO:0005576; GO:0008083
A0A433U985	unreviewed	A0A433U985_ELYCH	Uncharacterized protein	EGW08_001809	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	204	
A0A433U986	unreviewed	A0A433U986_ELYCH	Uncharacterized protein	EGW08_001866	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	106	
A0A433U989	unreviewed	A0A433U989_ELYCH	Uncharacterized protein	EGW08_001864	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	183	GO:0016020
A0A433U993	unreviewed	A0A433U993_ELYCH	Uncharacterized protein	EGW08_001853	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	316	
A0A433U998	unreviewed	A0A433U998_ELYCH	MARVEL domain-containing protein	EGW08_001877	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	164	GO:0016020
A0A433U9A0	unreviewed	A0A433U9A0_ELYCH	Uncharacterized protein	EGW08_001876	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	111	
A0A433U9A1	unreviewed	A0A433U9A1_ELYCH	Uncharacterized protein	EGW08_001865	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	190	
A0A433U9A3	unreviewed	A0A433U9A3_ELYCH	Uncharacterized protein	EGW08_001863	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	164	
A0A433U9A7	unreviewed	A0A433U9A7_ELYCH	Uncharacterized protein	EGW08_001808	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	586	GO:0000398; GO:0003723; GO:0046872; GO:0089701
A0A433U9A8	unreviewed	A0A433U9A8_ELYCH	Ig-like domain-containing protein	EGW08_001884	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	499	
A0A433U9B0	unreviewed	A0A433U9B0_ELYCH	Ig-like domain-containing protein	EGW08_001887	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	528	
A0A433U9B1	unreviewed	A0A433U9B1_ELYCH	39S ribosomal protein L21, mitochondrial	EGW08_001873	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	245	GO:0005737; GO:0005840
A0A433U9B3	unreviewed	A0A433U9B3_ELYCH	REJ domain-containing protein	EGW08_001886	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	102	
A0A433U9B4	unreviewed	A0A433U9B4_ELYCH	Ig-like domain-containing protein	EGW08_001885	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	4767	
A0A433U9B5	unreviewed	A0A433U9B5_ELYCH	CUB domain-containing protein	EGW08_001812	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	178	
A0A433U9B7	unreviewed	A0A433U9B7_ELYCH	DDE Tnp4 domain-containing protein	EGW08_001861	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	316	
A0A433U9C0	unreviewed	A0A433U9C0_ELYCH	IFT81 calponin homology domain-containing protein	EGW08_001806	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	426	GO:0005929; GO:0015631; GO:0030992; GO:0042073; GO:0060271
A0A433U9C3	unreviewed	A0A433U9C3_ELYCH	Protein kinase domain-containing protein	EGW08_001818	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	197	GO:0004521; GO:0004674; GO:0005524; GO:0006397; GO:0006468; GO:0030968
A0A433U9C9	unreviewed	A0A433U9C9_ELYCH	Protein SYS1 homolog	EGW08_001822	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	167	GO:0016020
A0A433U9D1	unreviewed	A0A433U9D1_ELYCH	Ig-like domain-containing protein	EGW08_001893	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1309	
A0A433U9D2	unreviewed	A0A433U9D2_ELYCH	Protein kinase domain-containing protein	EGW08_001816	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1671	
A0A433U9D3	unreviewed	A0A433U9D3_ELYCH	Small monomeric GTPase	EGW08_001795	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	198	GO:0003924; GO:0005525; GO:0007165; GO:0016020
A0A433U9D6	unreviewed	A0A433U9D6_ELYCH	Uncharacterized protein	EGW08_001881	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	187	
A0A433U9E3	unreviewed	A0A433U9E3_ELYCH	Uncharacterized protein	EGW08_001813	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	290	
A0A433U9E6	unreviewed	A0A433U9E6_ELYCH	Uncharacterized protein	EGW08_001837	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	298	
A0A433U9F1	unreviewed	A0A433U9F1_ELYCH	Uncharacterized protein	EGW08_001835	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	221	
A0A433U9F4	unreviewed	A0A433U9F4_ELYCH	Uncharacterized protein	EGW08_001788	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	681	
A0A433U9F5	unreviewed	A0A433U9F5_ELYCH	Small ribosomal subunit protein mS29	EGW08_001836	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	405	GO:0005761; GO:0006915; GO:0015935
A0A433U9F8	unreviewed	A0A433U9F8_ELYCH	CUB domain-containing protein	EGW08_001811	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	262	GO:0016020
A0A433U9G0	unreviewed	A0A433U9G0_ELYCH	Uncharacterized protein	EGW08_001781	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	2061	
A0A433U9G1	unreviewed	A0A433U9G1_ELYCH	Enoyl reductase (ER) domain-containing protein	EGW08_001784	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	395	GO:0005739; GO:0008270; GO:0016491
A0A433U9G2	unreviewed	A0A433U9G2_ELYCH	Transmembrane protein	EGW08_001783	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	118	GO:0016020
A0A433U9G8	unreviewed	A0A433U9G8_ELYCH	Uncharacterized protein	EGW08_001791	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	483	GO:0010008
A0A433U9H1	unreviewed	A0A433U9H1_ELYCH	C2H2-type domain-containing protein	EGW08_001794	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	377	
A0A433U9H4	unreviewed	A0A433U9H4_ELYCH	CCHC-type domain-containing protein	EGW08_001793	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	307	GO:0003676; GO:0008270
A0A433U9H7	unreviewed	A0A433U9H7_ELYCH	Uncharacterized protein	EGW08_001772	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	198	
A0A433U9H9	unreviewed	A0A433U9H9_ELYCH	BHLH domain-containing protein	EGW08_001789	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	870	GO:0046983
A0A433U9I7	unreviewed	A0A433U9I7_ELYCH	Receptor ligand binding region domain-containing protein	EGW08_001691	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	102	GO:0016020
A0A433U9J2	unreviewed	A0A433U9J2_ELYCH	CCHC-type domain-containing protein	EGW08_001739	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	249	
A0A433U9J4	unreviewed	A0A433U9J4_ELYCH	C2H2-type domain-containing protein	EGW08_001755	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	854	
A0A433U9J6	unreviewed	A0A433U9J6_ELYCH	Uncharacterized protein	EGW08_001712	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	253	
A0A433U9J7	unreviewed	A0A433U9J7_ELYCH	t-SNARE coiled-coil homology domain-containing protein	EGW08_001748	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	226	GO:0005484; GO:0006890; GO:0016020
A0A433U9J8	unreviewed	A0A433U9J8_ELYCH	Uncharacterized protein	EGW08_001741	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	644	GO:0005737; GO:0005856; GO:0007224; GO:0060170
A0A433U9K0	unreviewed	A0A433U9K0_ELYCH	Uncharacterized protein	EGW08_001701	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	158	
A0A433U9K3	unreviewed	A0A433U9K3_ELYCH	MARVEL domain-containing protein	EGW08_001787	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	176	GO:0016020
A0A433U9K5	unreviewed	A0A433U9K5_ELYCH	Bardet-Biedl syndrome 5 protein homolog	EGW08_001765	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	340	GO:0005737; GO:0005815; GO:0034464; GO:0060170
A0A433U9K6	unreviewed	A0A433U9K6_ELYCH	HMG box domain-containing protein	EGW08_001722	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	660	
A0A433U9L1	unreviewed	A0A433U9L1_ELYCH	Uncharacterized protein	EGW08_001759	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	132	
A0A433U9L3	unreviewed	A0A433U9L3_ELYCH	Uncharacterized protein	EGW08_001756	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	117	
A0A433U9L8	unreviewed	A0A433U9L8_ELYCH	RNase H type-1 domain-containing protein	EGW08_001732	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	233	GO:0003676; GO:0004523
A0A433U9L9	unreviewed	A0A433U9L9_ELYCH	B30.2/SPRY domain-containing protein	EGW08_001721	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	857	GO:0004842
A0A433U9M1	unreviewed	A0A433U9M1_ELYCH	H-type lectin domain-containing protein	EGW08_001767	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	305	GO:0007155; GO:0030246
A0A433U9M3	unreviewed	A0A433U9M3_ELYCH	C-type lectin domain-containing protein	EGW08_001687	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	107	
A0A433U9M5	unreviewed	A0A433U9M5_ELYCH	Homeobox domain-containing protein	EGW08_001769	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	543	GO:0003677; GO:0005634
A0A433U9N0	unreviewed	A0A433U9N0_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_001731	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	117	GO:0016020
A0A433U9N4	unreviewed	A0A433U9N4_ELYCH	Uncharacterized protein	EGW08_001704	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	270	
A0A433U9N5	unreviewed	A0A433U9N5_ELYCH	Uncharacterized protein	EGW08_001697	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	123	
A0A433U9N6	unreviewed	A0A433U9N6_ELYCH	40S ribosomal protein S25	EGW08_001689	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	121	GO:0005840; GO:1990904
